تناوب,دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (میلیارد ریال),سهم از کل صنعت ٪
ماهانه,1399-08,آبان 1399,سبدگردان مفید,کالایی (طلا و ...),2650.3,0.077
ماهانه,1399-08,آبان 1399,مشاور سرمایه گذاری ترنج,درآمد ثابت,719.8,0.021
ماهانه,1399-08,آبان 1399,مشاور سرمایه گذاری ترنج,سهامی,4730.3,0.138
ماهانه,1399-09,آذر 1399,سایر مدیران,اختصاصی بازارگردانی,434045.0,11.322
ماهانه,1399-09,آذر 1399,سایر مدیران,بازنشستگی تکمیلی,19254.7,0.502
ماهانه,1399-09,آذر 1399,سایر مدیران,جسورانه,976.3,0.026
ماهانه,1399-09,آذر 1399,سایر مدیران,خصوصی,503.6,0.013
ماهانه,1399-09,آذر 1399,سایر مدیران,درآمد ثابت,2423708.2,63.225
ماهانه,1399-09,آذر 1399,سایر مدیران,سهامی,197506.0,5.152
ماهانه,1399-09,آذر 1399,سایر مدیران,سهامی - اهرمی,2810.7,0.073
ماهانه,1399-09,آذر 1399,سایر مدیران,سهامی - بخشی,249673.3,6.513
ماهانه,1399-09,آذر 1399,سایر مدیران,سهامی - شاخصی,7316.8,0.191
ماهانه,1399-09,آذر 1399,سایر مدیران,صندوق در صندوق,787.4,0.02
ماهانه,1399-09,آذر 1399,سایر مدیران,مختلط,20351.1,0.531
ماهانه,1399-09,آذر 1399,سایر مدیران,پروژه‌ای,10357.7,0.27
ماهانه,1399-09,آذر 1399,سایر مدیران,کالایی (طلا و ...),30369.1,0.792
ماهانه,1399-09,آذر 1399,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,421.4,0.011
ماهانه,1399-09,آذر 1399,سبد گردان اقتصاد بیدار,درآمد ثابت,182.0,0.005
ماهانه,1399-09,آذر 1399,سبد گردان اقتصاد بیدار,سهامی,4406.3,0.115
ماهانه,1399-09,آذر 1399,سبد گردان کاریزما,اختصاصی بازارگردانی,16455.3,0.429
ماهانه,1399-09,آذر 1399,سبد گردان کاریزما,درآمد ثابت,94216.5,2.458
ماهانه,1399-09,آذر 1399,سبد گردان کاریزما,سهامی,9233.1,0.241
ماهانه,1399-09,آذر 1399,سبد گردان کاریزما,سهامی - شاخصی,2817.2,0.074
ماهانه,1399-09,آذر 1399,سبدگردان آگاه,اختصاصی بازارگردانی,13638.5,0.356
ماهانه,1399-09,آذر 1399,سبدگردان آگاه,درآمد ثابت,25743.0,0.672
ماهانه,1399-09,آذر 1399,سبدگردان آگاه,سهامی,23647.8,0.617
ماهانه,1399-09,آذر 1399,سبدگردان آگاه,مختلط,170.0,0.004
ماهانه,1399-09,آذر 1399,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,537.9,0.014
ماهانه,1399-09,آذر 1399,سبدگردان توسعه فیروزه,جسورانه,53.7,0.001
ماهانه,1399-09,آذر 1399,سبدگردان توسعه فیروزه,درآمد ثابت,2017.5,0.053
ماهانه,1399-09,آذر 1399,سبدگردان توسعه فیروزه,سهامی,1400.2,0.036
ماهانه,1399-09,آذر 1399,سبدگردان توسعه فیروزه,سهامی - شاخصی,3186.8,0.083
ماهانه,1399-09,آذر 1399,سبدگردان فارابی,اختصاصی بازارگردانی,1543.3,0.04
ماهانه,1399-09,آذر 1399,سبدگردان فارابی,درآمد ثابت,12111.9,0.316
ماهانه,1399-09,آذر 1399,سبدگردان فارابی,سهامی,8599.3,0.224
ماهانه,1399-09,آذر 1399,سبدگردان مفید,اختصاصی بازارگردانی,2991.6,0.078
ماهانه,1399-09,آذر 1399,سبدگردان مفید,درآمد ثابت,132112.4,3.446
ماهانه,1399-09,آذر 1399,سبدگردان مفید,سهامی,67017.2,1.748
ماهانه,1399-09,آذر 1399,سبدگردان مفید,مختلط,2799.6,0.073
ماهانه,1399-09,آذر 1399,سبدگردان مفید,کالایی (طلا و ...),2554.3,0.067
ماهانه,1399-09,آذر 1399,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,64.8,0.002
ماهانه,1399-09,آذر 1399,مشاور سرمایه گذاری ترنج,درآمد ثابت,1769.2,0.046
ماهانه,1399-09,آذر 1399,مشاور سرمایه گذاری ترنج,سهامی,6117.1,0.16
ماهانه,1399-10,دی 1399,سایر مدیران,اختصاصی بازارگردانی,419388.6,10.949
ماهانه,1399-10,دی 1399,سایر مدیران,بازنشستگی تکمیلی,13339.8,0.348
ماهانه,1399-10,دی 1399,سایر مدیران,جسورانه,895.8,0.023
ماهانه,1399-10,دی 1399,سایر مدیران,خصوصی,504.2,0.013
ماهانه,1399-10,دی 1399,سایر مدیران,درآمد ثابت,2569728.7,67.086
ماهانه,1399-10,دی 1399,سایر مدیران,سهامی,153769.6,4.014
ماهانه,1399-10,دی 1399,سایر مدیران,سهامی - اهرمی,2002.8,0.052
ماهانه,1399-10,دی 1399,سایر مدیران,سهامی - بخشی,180421.7,4.71
ماهانه,1399-10,دی 1399,سایر مدیران,سهامی - شاخصی,5364.0,0.14
ماهانه,1399-10,دی 1399,سایر مدیران,صندوق در صندوق,728.2,0.019
ماهانه,1399-10,دی 1399,سایر مدیران,مختلط,17740.8,0.463
ماهانه,1399-10,دی 1399,سایر مدیران,پروژه‌ای,10357.6,0.27
ماهانه,1399-10,دی 1399,سایر مدیران,کالایی (طلا و ...),27413.9,0.716
ماهانه,1399-10,دی 1399,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,383.2,0.01
ماهانه,1399-10,دی 1399,سبد گردان اقتصاد بیدار,درآمد ثابت,318.6,0.008
ماهانه,1399-10,دی 1399,سبد گردان اقتصاد بیدار,سهامی,3765.8,0.098
ماهانه,1399-10,دی 1399,سبد گردان کاریزما,اختصاصی بازارگردانی,14249.4,0.372
ماهانه,1399-10,دی 1399,سبد گردان کاریزما,درآمد ثابت,92070.4,2.404
ماهانه,1399-10,دی 1399,سبد گردان کاریزما,سهامی,7623.2,0.199
ماهانه,1399-10,دی 1399,سبد گردان کاریزما,سهامی - شاخصی,2031.5,0.053
ماهانه,1399-10,دی 1399,سبدگردان آگاه,اختصاصی بازارگردانی,16707.8,0.436
ماهانه,1399-10,دی 1399,سبدگردان آگاه,درآمد ثابت,30334.4,0.792
ماهانه,1399-10,دی 1399,سبدگردان آگاه,سهامی,17875.7,0.467
ماهانه,1399-10,دی 1399,سبدگردان آگاه,مختلط,150.3,0.004
ماهانه,1399-10,دی 1399,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,758.4,0.02
ماهانه,1399-10,دی 1399,سبدگردان توسعه فیروزه,جسورانه,54.0,0.001
ماهانه,1399-10,دی 1399,سبدگردان توسعه فیروزه,درآمد ثابت,2047.8,0.054
ماهانه,1399-10,دی 1399,سبدگردان توسعه فیروزه,سهامی,1322.6,0.034
ماهانه,1399-10,دی 1399,سبدگردان توسعه فیروزه,سهامی - شاخصی,2272.5,0.059
ماهانه,1399-10,دی 1399,سبدگردان فارابی,اختصاصی بازارگردانی,2058.0,0.054
ماهانه,1399-10,دی 1399,سبدگردان فارابی,درآمد ثابت,11620.9,0.303
ماهانه,1399-10,دی 1399,سبدگردان فارابی,سهامی,7790.7,0.203
ماهانه,1399-10,دی 1399,سبدگردان مفید,اختصاصی بازارگردانی,2847.0,0.074
ماهانه,1399-10,دی 1399,سبدگردان مفید,درآمد ثابت,141791.7,3.702
ماهانه,1399-10,دی 1399,سبدگردان مفید,سهامی,58380.9,1.524
ماهانه,1399-10,دی 1399,سبدگردان مفید,مختلط,2399.1,0.063
ماهانه,1399-10,دی 1399,سبدگردان مفید,کالایی (طلا و ...),2131.7,0.056
ماهانه,1399-10,دی 1399,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,89.6,0.002
ماهانه,1399-10,دی 1399,مشاور سرمایه گذاری ترنج,درآمد ثابت,2523.3,0.066
ماهانه,1399-10,دی 1399,مشاور سرمایه گذاری ترنج,سهامی,5251.5,0.137
ماهانه,1399-11,بهمن 1399,سایر مدیران,اختصاصی بازارگردانی,469364.7,11.519
ماهانه,1399-11,بهمن 1399,سایر مدیران,بازنشستگی تکمیلی,15057.5,0.37
ماهانه,1399-11,بهمن 1399,سایر مدیران,جسورانه,1931.6,0.047
ماهانه,1399-11,بهمن 1399,سایر مدیران,خصوصی,504.9,0.012
ماهانه,1399-11,بهمن 1399,سایر مدیران,درآمد ثابت,2688082.7,65.969
ماهانه,1399-11,بهمن 1399,سایر مدیران,سهامی,164200.7,4.03
ماهانه,1399-11,بهمن 1399,سایر مدیران,سهامی - اهرمی,1729.1,0.042
ماهانه,1399-11,بهمن 1399,سایر مدیران,سهامی - بخشی,214170.2,5.256
ماهانه,1399-11,بهمن 1399,سایر مدیران,سهامی - شاخصی,5994.5,0.147
ماهانه,1399-11,بهمن 1399,سایر مدیران,صندوق در صندوق,751.9,0.018
ماهانه,1399-11,بهمن 1399,سایر مدیران,مختلط,17116.7,0.42
ماهانه,1399-11,بهمن 1399,سایر مدیران,پروژه‌ای,10357.4,0.254
ماهانه,1399-11,بهمن 1399,سایر مدیران,کالایی (طلا و ...),29952.8,0.735
ماهانه,1399-11,بهمن 1399,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,355.0,0.009
ماهانه,1399-11,بهمن 1399,سبد گردان اقتصاد بیدار,درآمد ثابت,437.0,0.011
ماهانه,1399-11,بهمن 1399,سبد گردان اقتصاد بیدار,سهامی,4143.9,0.102
ماهانه,1399-11,بهمن 1399,سبد گردان کاریزما,اختصاصی بازارگردانی,15499.4,0.38
ماهانه,1399-11,بهمن 1399,سبد گردان کاریزما,درآمد ثابت,99383.0,2.439
ماهانه,1399-11,بهمن 1399,سبد گردان کاریزما,سهامی,8116.0,0.199
ماهانه,1399-11,بهمن 1399,سبد گردان کاریزما,سهامی - شاخصی,2202.3,0.054
ماهانه,1399-11,بهمن 1399,سبدگردان آگاه,اختصاصی بازارگردانی,20489.1,0.503
ماهانه,1399-11,بهمن 1399,سبدگردان آگاه,درآمد ثابت,33807.3,0.83
ماهانه,1399-11,بهمن 1399,سبدگردان آگاه,سهامی,20030.6,0.492
ماهانه,1399-11,بهمن 1399,سبدگردان آگاه,مختلط,156.2,0.004
ماهانه,1399-11,بهمن 1399,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,875.9,0.022
ماهانه,1399-11,بهمن 1399,سبدگردان توسعه فیروزه,جسورانه,54.3,0.001
ماهانه,1399-11,بهمن 1399,سبدگردان توسعه فیروزه,درآمد ثابت,2057.4,0.05
ماهانه,1399-11,بهمن 1399,سبدگردان توسعه فیروزه,سهامی,1417.1,0.035
ماهانه,1399-11,بهمن 1399,سبدگردان توسعه فیروزه,سهامی - شاخصی,2504.8,0.062
ماهانه,1399-11,بهمن 1399,سبدگردان فارابی,اختصاصی بازارگردانی,2012.9,0.049
ماهانه,1399-11,بهمن 1399,سبدگردان فارابی,درآمد ثابت,13425.0,0.33
ماهانه,1399-11,بهمن 1399,سبدگردان فارابی,سهامی,7864.4,0.193
ماهانه,1399-11,بهمن 1399,سبدگردان مفید,اختصاصی بازارگردانی,3100.6,0.076
ماهانه,1399-11,بهمن 1399,سبدگردان مفید,درآمد ثابت,137957.5,3.386
ماهانه,1399-11,بهمن 1399,سبدگردان مفید,سهامی,64392.1,1.58
ماهانه,1399-11,بهمن 1399,سبدگردان مفید,مختلط,2605.2,0.064
ماهانه,1399-11,بهمن 1399,سبدگردان مفید,کالایی (طلا و ...),2348.2,0.058
ماهانه,1399-11,بهمن 1399,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,443.6,0.011
ماهانه,1399-11,بهمن 1399,مشاور سرمایه گذاری ترنج,درآمد ثابت,2876.8,0.071
ماهانه,1399-11,بهمن 1399,مشاور سرمایه گذاری ترنج,سهامی,6973.2,0.171
ماهانه,1399-12,اسفند 1399,سایر مدیران,اختصاصی بازارگردانی,515926.4,11.982
ماهانه,1399-12,اسفند 1399,سایر مدیران,بازنشستگی تکمیلی,15506.9,0.36
ماهانه,1399-12,اسفند 1399,سایر مدیران,جسورانه,1931.1,0.045
ماهانه,1399-12,اسفند 1399,سایر مدیران,خصوصی,504.1,0.012
ماهانه,1399-12,اسفند 1399,سایر مدیران,درآمد ثابت,2852673.5,66.252
ماهانه,1399-12,اسفند 1399,سایر مدیران,سهامی,165413.4,3.842
ماهانه,1399-12,اسفند 1399,سایر مدیران,سهامی - اهرمی,1442.8,0.034
ماهانه,1399-12,اسفند 1399,سایر مدیران,سهامی - بخشی,230025.7,5.342
ماهانه,1399-12,اسفند 1399,سایر مدیران,سهامی - شاخصی,7416.3,0.172
ماهانه,1399-12,اسفند 1399,سایر مدیران,صندوق در صندوق,776.8,0.018
ماهانه,1399-12,اسفند 1399,سایر مدیران,مختلط,16621.7,0.386
ماهانه,1399-12,اسفند 1399,سایر مدیران,پروژه‌ای,10578.7,0.246
ماهانه,1399-12,اسفند 1399,سایر مدیران,کالایی (طلا و ...),27428.2,0.637
ماهانه,1399-12,اسفند 1399,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,397.1,0.009
ماهانه,1399-12,اسفند 1399,سبد گردان اقتصاد بیدار,درآمد ثابت,461.9,0.011
ماهانه,1399-12,اسفند 1399,سبد گردان اقتصاد بیدار,سهامی,4241.5,0.098
ماهانه,1399-12,اسفند 1399,سبد گردان کاریزما,اختصاصی بازارگردانی,18308.2,0.425
ماهانه,1399-12,اسفند 1399,سبد گردان کاریزما,درآمد ثابت,113157.2,2.628
ماهانه,1399-12,اسفند 1399,سبد گردان کاریزما,سهامی,8599.2,0.2
ماهانه,1399-12,اسفند 1399,سبد گردان کاریزما,سهامی - شاخصی,2200.7,0.051
ماهانه,1399-12,اسفند 1399,سبدگردان آگاه,اختصاصی بازارگردانی,13998.2,0.325
ماهانه,1399-12,اسفند 1399,سبدگردان آگاه,درآمد ثابت,26402.8,0.613
ماهانه,1399-12,اسفند 1399,سبدگردان آگاه,سهامی,20313.3,0.472
ماهانه,1399-12,اسفند 1399,سبدگردان آگاه,مختلط,164.7,0.004
ماهانه,1399-12,اسفند 1399,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,966.2,0.022
ماهانه,1399-12,اسفند 1399,سبدگردان توسعه فیروزه,جسورانه,54.2,0.001
ماهانه,1399-12,اسفند 1399,سبدگردان توسعه فیروزه,خصوصی,1002.2,0.023
ماهانه,1399-12,اسفند 1399,سبدگردان توسعه فیروزه,درآمد ثابت,2094.2,0.049
ماهانه,1399-12,اسفند 1399,سبدگردان توسعه فیروزه,سهامی,1431.7,0.033
ماهانه,1399-12,اسفند 1399,سبدگردان توسعه فیروزه,سهامی - شاخصی,2622.0,0.061
ماهانه,1399-12,اسفند 1399,سبدگردان فارابی,اختصاصی بازارگردانی,2373.4,0.055
ماهانه,1399-12,اسفند 1399,سبدگردان فارابی,درآمد ثابت,12431.6,0.289
ماهانه,1399-12,اسفند 1399,سبدگردان فارابی,سهامی,7965.1,0.185
ماهانه,1399-12,اسفند 1399,سبدگردان مفید,اختصاصی بازارگردانی,3783.2,0.088
ماهانه,1399-12,اسفند 1399,سبدگردان مفید,درآمد ثابت,131036.9,3.043
ماهانه,1399-12,اسفند 1399,سبدگردان مفید,سهامی,68214.8,1.584
ماهانه,1399-12,اسفند 1399,سبدگردان مفید,مختلط,3322.0,0.077
ماهانه,1399-12,اسفند 1399,سبدگردان مفید,کالایی (طلا و ...),2155.4,0.05
ماهانه,1399-12,اسفند 1399,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,1298.5,0.03
